chapterIndex	verseIndex	wordIndex	lb
12	50	16	اللَّاتِي
12	50	17	قَطَّعْنَ
12	50	18	أَيْدِيَهُنَّ
12	50	19	إِنَّ
12	50	2	الْمَلِكُ
12	50	20	رَبِّي
12	50	21	بِكَيْدِهِنَّ
12	50	22	عَلِيمٌ
12	50	3	ائْتُونِي
12	50	4	بِهِ
12	50	5	فَلَمَّا
12	50	6	جَاءَهُ
12	50	7	الرَّسُولُ
12	50	8	قَالَ
12	50	9	ارْجِعْ
12	51	1	قَالَ
12	51	10	حَاشَ
12	51	11	لِلَّهِ
12	51	12	مَا
12	51	13	عَلِمْنَا
12	51	14	عَلَيْهِ
12	51	15	مِنْ
12	51	16	سُوءٍ
12	51	17	قَالَتِ
12	51	18	امْرَأَتُ
12	51	19	الْعَزِيزِ
12	51	2	مَا
12	51	20	الْآنَ
12	51	21	حَصْحَصَ
12	51	22	الْحَقُّ
12	51	23	أَنَا
12	51	24	رَاوَدْتُهُ
12	51	25	عَنْ
12	51	26	نَفْسِهِ
12	51	27	وَإِنَّهُ
12	51	28	لَمِنَ
12	51	29	الصَّادِقِينَ
12	51	3	خَطْبُكُنَّ
12	51	4	إِذْ
12	51	5	رَاوَدْتُنَّ
12	51	6	يُوسُفَ
12	51	7	عَنْ
12	51	8	نَفْسِهِ
12	51	9	قُلْنَ
12	52	1	ذَٰلِكَ
12	52	10	يَهْدِي
12	52	11	كَيْدَ
12	52	12	الْخَائِنِينَ
12	52	2	لِيَعْلَمَ
12	52	3	أَنِّي
12	52	4	لَمْ
12	52	5	أَخُنْهُ
12	52	6	بِالْغَيْبِ
12	52	7	وَأَنَّ
12	52	8	اللَّهَ
12	52	9	لَا
12	53	1	وَمَا
12	53	10	رَحِمَ
12	53	11	رَبِّي
12	53	12	إِنَّ
12	53	13	رَبِّي
12	53	14	غَفُورٌ
12	53	15	رَحِيمٌ
12	53	2	أُبَرِّئُ
12	53	3	نَفْسِي
12	53	4	إِنَّ
12	53	5	النَّفْسَ
12	53	6	لَأَمَّارَةٌ
12	53	7	بِالسُّوءِ
12	53	8	إِلَّا
12	53	9	مَا
12	54	1	وَقَالَ
12	54	10	إِنَّكَ
12	54	11	الْيَوْمَ
12	54	12	لَدَيْنَا
12	54	13	مَكِينٌ
12	54	14	أَمِينٌ
12	54	2	الْمَلِكُ
12	54	3	ائْتُونِي
12	54	4	بِهِ
12	54	5	أَسْتَخْلِصْهُ
12	54	6	لِنَفْسِي
12	54	7	فَلَمَّا
12	54	8	كَلَّمَهُ
12	54	9	قَالَ
12	55	1	قَالَ
12	55	2	اجْعَلْنِي
12	55	3	عَلَىٰ
12	55	4	خَزَائِنِ
12	55	5	الْأَرْضِ
12	55	6	إِنِّي
12	55	7	حَفِيظٌ
12	55	8	عَلِيمٌ
12	56	1	وَكَذَٰلِكَ
12	56	10	نُصِيبُ
12	56	11	بِرَحْمَتِنَا
12	56	12	مَنْ
12	56	13	نَشَاءُ
12	56	14	وَلَا
12	56	15	نُضِيعُ
12	56	16	أَجْرَ
12	56	17	الْمُحْسِنِينَ
12	56	2	مَكَّنَّا
12	56	3	لِيُوسُفَ
12	56	4	فِي
12	56	5	الْأَرْضِ
12	56	6	يَتَبَوَّأُ
12	56	7	مِنْهَا
12	56	8	حَيْثُ
12	56	9	يَشَاءُ
12	57	1	وَلَأَجْرُ
12	57	2	الْآخِرَةِ
12	57	3	خَيْرٌ
12	57	4	لِلَّذِينَ
12	57	5	آمَنُوا
12	57	6	وَكَانُوا
12	57	7	يَتَّقُونَ
12	58	1	وَجَاءَ
12	58	2	إِخْوَةُ
12	58	3	يُوسُفَ
12	58	4	فَدَخَلُوا
12	58	5	عَلَيْهِ
12	58	6	فَعَرَفَهُمْ
12	58	7	وَهُمْ
12	58	8	لَهُ
12	58	9	مُنْكِرُونَ
12	59	1	وَلَمَّا
12	59	10	أَلَا
12	59	11	تَرَوْنَ
12	59	12	أَنِّي
12	59	13	أُوفِي
12	59	14	الْكَيْلَ
12	59	15	وَأَنَا
12	59	16	خَيْرُ
12	59	17	الْمُنْزِلِينَ
12	59	2	جَهَّزَهُمْ
12	59	3	بِجَهَازِهِمْ
12	59	4	قَالَ
12	59	5	ائْتُونِي
12	59	6	بِأَخٍ
12	59	7	لَكُمْ
12	59	8	مِنْ
12	59	9	أَبِيكُمْ
12	6	1	وَكَذَٰلِكَ
12	6	10	عَلَيْكَ
12	6	11	وَعَلَىٰ
12	6	12	آلِ
12	6	13	يَعْقُوبَ
12	6	14	كَمَا
12	6	15	أَتَمَّهَا
12	6	16	عَلَىٰ
12	6	17	أَبَوَيْكَ
12	6	18	مِنْ
12	6	19	قَبْلُ
12	6	2	يَجْتَبِيكَ
12	6	20	إِبْرَاهِيمَ
12	6	21	وَإِسْحَاقَ
12	6	22	إِنَّ
12	6	23	رَبَّكَ
12	6	24	عَلِيمٌ
12	6	25	حَكِيمٌ
12	6	3	رَبُّكَ
12	6	4	وَيُعَلِّمُكَ
12	6	5	مِنْ
12	6	6	تَأْوِيلِ
12	6	7	الْأَحَادِيثِ
12	6	8	وَيُتِمُّ
12	6	9	نِعْمَتَهُ
12	60	1	فَإِنْ
12	60	10	تَقْرَبُونِ
12	60	2	لَمْ
12	60	3	تَأْتُونِي
12	60	4	بِهِ
12	60	5	فَلَا
12	60	6	كَيْلَ
12	60	7	لَكُمْ
12	60	8	عِنْدِي
12	60	9	وَلَا
12	61	1	قَالُوا
12	61	2	سَنُرَاوِدُ
12	61	3	عَنْهُ
12	61	4	أَبَاهُ
12	61	5	وَإِنَّا
12	61	6	لَفَاعِلُونَ
12	62	1	وَقَالَ
12	62	10	انْقَلَبُوا
12	62	11	إِلَىٰ
12	62	12	أَهْلِهِمْ
12	62	13	لَعَلَّهُمْ
12	62	14	يَرْجِعُونَ
12	62	2	لِفِتْيَانِهِ
12	62	3	اجْعَلُوا
12	62	4	بِضَاعَتَهُمْ
12	62	5	فِي
12	62	6	رِحَالِهِمْ
12	62	7	لَعَلَّهُمْ
12	62	8	يَعْرِفُونَهَا
12	62	9	إِذَا
12	63	1	فَلَمَّا
12	63	10	الْكَيْلُ
12	63	11	فَأَرْسِلْ
12	63	12	مَعَنَا
12	63	13	أَخَانَا
12	63	14	نَكْتَلْ
12	63	15	وَإِنَّا
12	63	16	لَهُ
12	63	17	لَحَافِظُونَ
12	63	2	رَجَعُوا
12	63	3	إِلَىٰ
12	63	4	أَبِيهِمْ
12	63	5	قَالُوا
12	63	6	يَا
12	63	7	أَبَانَا
12	63	8	مُنِعَ
12	63	9	مِنَّا
12	64	1	قَالَ
12	64	10	مِنْ
12	64	11	قَبْلُ
12	64	12	فَاللَّهُ
12	64	13	خَيْرٌ
12	64	14	حَافِظًا
12	64	15	وَهُوَ
12	64	16	أَرْحَمُ
12	64	17	الرَّاحِمِينَ
12	64	2	هَلْ
12	64	3	آمَنُكُمْ
12	64	4	عَلَيْهِ
12	64	5	إِلَّا
12	64	6	كَمَا
12	64	7	أَمِنْتُكُمْ
12	64	8	عَلَىٰ
12	64	9	أَخِيهِ
12	65	1	وَلَمَّا
12	65	10	أَبَانَا
12	65	11	مَا
12	65	12	نَبْغِي
12	65	13	هَٰذِهِ
12	65	14	بِضَاعَتُنَا
12	65	15	رُدَّتْ
12	65	16	إِلَيْنَا
12	65	17	وَنَمِيرُ
12	65	18	أَهْلَنَا
12	65	19	وَنَحْفَظُ
12	65	2	فَتَحُوا
12	65	20	أَخَانَا
12	65	21	وَنَزْدَادُ
12	65	22	كَيْلَ
12	65	23	بَعِيرٍ
12	65	24	ذَٰلِكَ
12	65	25	كَيْلٌ
12	65	26	يَسِيرٌ
12	65	3	مَتَاعَهُمْ
12	65	4	وَجَدُوا
12	65	5	بِضَاعَتَهُمْ
12	65	6	رُدَّتْ
12	65	7	إِلَيْهِمْ
12	65	8	قَالُوا
12	65	9	يَا
12	66	1	قَالَ
12	66	10	لَتَأْتُنَّنِي
12	66	11	بِهِ
12	66	12	إِلَّا
12	66	13	أَنْ
12	66	14	يُحَاطَ
12	66	15	بِكُمْ
12	66	16	فَلَمَّا
12	66	17	آتَوْهُ
12	66	18	مَوْثِقَهُمْ
12	66	19	قَالَ
12	66	2	لَنْ
12	66	20	اللَّهُ
12	66	21	عَلَىٰ
12	66	22	مَا
12	66	23	نَقُولُ
12	66	24	وَكِيلٌ
12	66	3	أُرْسِلَهُ
12	66	4	مَعَكُمْ
12	66	5	حَتَّىٰ
12	66	6	تُؤْتُونِ
12	66	7	مَوْثِقًا
12	66	8	مِنَ
12	66	9	اللَّهِ
12	67	1	وَقَالَ
12	67	10	مِنْ
12	67	11	أَبْوَابٍ
12	67	12	مُتَفَرِّقَةٍ
12	67	13	وَمَا
12	67	14	أُغْنِي
12	67	15	عَنْكُمْ
12	67	16	مِنَ
12	67	17	اللَّهِ
12	67	18	مِنْ
12	67	19	شَيْءٍ
12	67	2	يَا
12	67	20	إِنِ
12	67	21	الْحُكْمُ
12	67	22	إِلَّا
12	67	23	لِلَّهِ
12	67	24	عَلَيْهِ
12	67	25	تَوَكَّلْتُ
12	67	26	وَعَلَيْهِ
12	67	27	فَلْيَتَوَكَّلِ
12	67	28	الْمُتَوَكِّلُونَ
12	67	3	بَنِيَّ
12	67	4	لَا
12	67	5	تَدْخُلُوا
12	67	6	مِنْ
12	67	7	بَابٍ
12	67	8	وَاحِدٍ
12	67	9	وَادْخُلُوا
12	68	1	وَلَمَّا
12	68	10	عَنْهُمْ
12	68	11	مِنَ
12	68	12	اللَّهِ
12	68	13	مِنْ
12	68	14	شَيْءٍ
12	68	15	إِلَّا
12	68	16	حَاجَةً
12	68	17	فِي
12	68	18	نَفْسِ
12	68	19	يَعْقُوبَ
12	68	2	دَخَلُوا
12	68	20	قَضَاهَا
12	68	21	وَإِنَّهُ
12	68	22	لَذُو
12	68	23	عِلْمٍ
12	68	24	لِمَا
12	68	25	عَلَّمْنَاهُ
12	68	26	وَلَٰكِنَّ
12	68	27	أَكْثَرَ
12	68	28	النَّاسِ
12	68	29	لَا
12	68	3	مِنْ
12	68	30	يَعْلَمُونَ
12	68	4	حَيْثُ
12	68	5	أَمَرَهُمْ
12	68	6	أَبُوهُمْ
12	68	7	مَا
12	68	8	كَانَ
12	68	9	يُغْنِي
12	69	1	وَلَمَّا
12	69	10	أَنَا
12	69	11	أَخُوكَ
12	69	12	فَلَا
12	69	13	تَبْتَئِسْ
12	69	14	بِمَا
12	69	15	كَانُوا
12	69	16	يَعْمَلُونَ
12	69	2	دَخَلُوا
12	69	3	عَلَىٰ
12	69	4	يُوسُفَ
12	69	5	آوَىٰ
12	69	6	إِلَيْهِ
12	69	7	أَخَاهُ
12	69	8	قَالَ
12	69	9	إِنِّي
12	7	1	لَقَدْ
12	7	2	كَانَ
12	7	3	فِي
12	7	4	يُوسُفَ
12	7	5	وَإِخْوَتِهِ
12	7	6	آيَاتٌ
12	7	7	لِلسَّائِلِينَ
12	70	1	فَلَمَّا
12	70	10	أَذَّنَ
12	70	11	مُؤَذِّنٌ
12	70	12	أَيَّتُهَا
12	70	13	الْعِيرُ
12	70	14	إِنَّكُمْ
12	70	15	لَسَارِقُونَ
12	70	2	جَهَّزَهُمْ
12	70	3	بِجَهَازِهِمْ
12	70	4	جَعَلَ
12	70	5	السِّقَايَةَ
12	70	6	فِي
12	70	7	رَحْلِ
12	70	8	أَخِيهِ
12	70	9	ثُمَّ
12	71	1	قَالُوا
12	71	2	وَأَقْبَلُوا
12	71	3	عَلَيْهِمْ
12	71	4	مَاذَا
12	71	5	تَفْقِدُونَ
12	72	1	قَالُوا
12	72	10	وَأَنَا
12	72	11	بِهِ
12	72	12	زَعِيمٌ
12	72	2	نَفْقِدُ
12	72	3	صُوَاعَ
12	72	4	الْمَلِكِ
12	72	5	وَلِمَنْ
12	72	6	جَاءَ
12	72	7	بِهِ
12	72	8	حِمْلُ
12	72	9	بَعِيرٍ
12	73	1	قَالُوا
12	73	10	وَمَا
12	73	11	كُنَّا
12	73	12	سَارِقِينَ
12	73	2	تَاللَّهِ
12	73	3	لَقَدْ
12	73	4	عَلِمْتُمْ
12	73	5	مَا
12	73	6	جِئْنَا
12	73	7	لِنُفْسِدَ
12	73	8	فِي
12	73	9	الْأَرْضِ
12	74	1	قَالُوا
12	74	2	فَمَا
12	74	3	جَزَاؤُهُ
12	74	4	إِنْ
12	74	5	كُنْتُمْ
12	74	6	كَاذِبِينَ
12	75	1	قَالُوا
12	75	10	نَجْزِي
12	75	11	الظَّالِمِينَ
12	75	2	جَزَاؤُهُ
12	75	3	مَنْ
12	75	4	وُجِدَ
12	75	5	فِي
12	75	6	رَحْلِهِ
12	75	7	فَهُوَ
12	75	8	جَزَاؤُهُ
12	75	9	كَذَٰلِكَ
12	76	1	فَبَدَأَ
12	76	10	أَخِيهِ
12	76	11	كَذَٰلِكَ
12	76	12	كِدْنَا
12	76	13	لِيُوسُفَ
12	76	14	مَا
12	76	15	كَانَ
12	76	16	لِيَأْخُذَ
12	76	17	أَخَاهُ
12	76	18	فِي
12	76	19	دِينِ
12	76	2	بِأَوْعِيَتِهِمْ
12	76	20	الْمَلِكِ
12	76	21	إِلَّا
12	76	22	أَنْ
12	76	23	يَشَاءَ
12	76	24	اللَّهُ
12	76	25	نَرْفَعُ
12	76	26	دَرَجَاتٍ
12	76	27	مَنْ
12	76	28	نَشَاءُ
12	76	29	وَفَوْقَ
12	76	3	قَبْلَ
12	76	30	كُلِّ
12	76	31	ذِي
12	76	32	عِلْمٍ
12	76	33	عَلِيمٌ
12	76	4	وِعَاءِ
12	76	5	أَخِيهِ
12	76	6	ثُمَّ
12	76	7	اسْتَخْرَجَهَا
12	76	8	مِنْ
12	76	9	وِعَاءِ
12	77	1	قَالُوا
12	77	10	فَأَسَرَّهَا
12	77	11	يُوسُفُ
12	77	12	فِي
12	77	13	نَفْسِهِ
12	77	14	وَلَمْ
12	77	15	يُبْدِهَا
12	77	16	لَهُمْ
12	77	17	قَالَ
12	77	18	أَنْتُمْ
12	77	19	شَرٌّ
12	77	2	إِنْ
12	77	20	مَكَانًا
12	77	21	وَاللَّهُ
12	77	22	أَعْلَمُ
12	77	23	بِمَا
12	77	24	تَصِفُونَ
12	77	3	يَسْرِقْ
12	77	4	فَقَدْ
12	77	5	سَرَقَ
12	77	6	أَخٌ
12	77	7	لَهُ
12	77	8	مِنْ
12	77	9	قَبْلُ
12	78	1	قَالُوا
12	78	10	فَخُذْ
12	78	11	أَحَدَنَا
12	78	12	مَكَانَهُ
12	78	13	إِنَّا
12	78	14	نَرَاكَ
12	78	15	مِنَ
12	78	16	الْمُحْسِنِينَ
12	78	2	يَا
12	78	3	أَيُّهَا
12	78	4	الْعَزِيزُ
12	78	5	إِنَّ
12	78	6	لَهُ
12	78	7	أَبًا
12	78	8	شَيْخًا
12	78	9	كَبِيرًا
12	79	1	قَالَ
12	79	10	عِنْدَهُ
12	79	11	إِنَّا
12	79	12	إِذًا
12	79	13	لَظَالِمُونَ
12	79	2	مَعَاذَ
12	79	3	اللَّهِ
12	79	4	أَنْ
12	79	5	نَأْخُذَ
12	79	6	إِلَّا
12	79	7	مَنْ
12	79	8	وَجَدْنَا
12	79	9	مَتَاعَنَا
12	8	1	إِذْ
12	8	10	عُصْبَةٌ
12	8	11	إِنَّ
12	8	12	أَبَانَا
12	8	13	لَفِي
12	8	14	ضَلَالٍ
12	8	15	مُبِينٍ
12	8	2	قَالُوا
12	8	3	لَيُوسُفُ
12	8	4	وَأَخُوهُ
12	8	5	أَحَبُّ
12	8	6	إِلَىٰ
12	8	7	أَبِينَا
12	8	8	مِنَّا
12	8	9	وَنَحْنُ
12	80	1	فَلَمَّا
12	80	10	أَنَّ
12	80	11	أَبَاكُمْ
12	80	12	قَدْ
12	80	13	أَخَذَ
12	80	14	عَلَيْكُمْ
12	80	15	مَوْثِقًا
12	80	16	مِنَ
12	80	17	اللَّهِ
12	80	18	وَمِنْ
12	80	19	قَبْلُ
12	80	2	اسْتَيْأَسُوا
12	80	20	مَا
12	80	21	فَرَّطْتُمْ
12	80	22	فِي
12	80	23	يُوسُفَ
12	80	24	فَلَنْ
12	80	25	أَبْرَحَ
12	80	26	الْأَرْضَ
12	80	27	حَتَّىٰ
12	80	28	يَأْذَنَ
12	80	29	لِي
12	80	3	مِنْهُ
12	80	30	أَبِي
12	80	31	أَوْ
12	80	32	يَحْكُمَ
12	80	33	اللَّهُ
12	80	34	لِي
12	80	35	وَهُوَ
12	80	36	خَيْرُ
12	80	37	الْحَاكِمِينَ
12	80	4	خَلَصُوا
12	80	5	نَجِيًّا
12	80	6	قَالَ
12	80	7	كَبِيرُهُمْ
12	80	8	أَلَمْ
12	80	9	تَعْلَمُوا
12	81	1	ارْجِعُوا
12	81	10	وَمَا
12	81	11	شَهِدْنَا
12	81	12	إِلَّا
12	81	13	بِمَا
12	81	14	عَلِمْنَا
12	81	15	وَمَا
12	81	16	كُنَّا
12	81	17	لِلْغَيْبِ
12	81	18	حَافِظِينَ
12	81	2	إِلَىٰ
12	81	3	أَبِيكُمْ
12	81	4	فَقُولُوا
12	81	5	يَا
12	81	6	أَبَانَا
12	81	7	إِنَّ
12	81	8	ابْنَكَ
12	81	9	سَرَقَ
12	82	1	وَاسْأَلِ
12	82	10	وَإِنَّا
12	82	11	لَصَادِقُونَ
12	82	2	الْقَرْيَةَ
12	82	3	الَّتِي
12	82	4	كُنَّا
12	82	5	فِيهَا
12	82	6	وَالْعِيرَ
12	82	7	الَّتِي
12	82	8	أَقْبَلْنَا
12	82	9	فِيهَا
12	83	1	قَالَ
12	83	10	اللَّهُ
12	83	11	أَنْ
12	83	12	يَأْتِيَنِي
12	83	13	بِهِمْ
12	83	14	جَمِيعًا
12	83	15	إِنَّهُ
12	83	16	هُوَ
12	83	17	الْعَلِيمُ
12	83	18	الْحَكِيمُ
12	83	2	بَلْ
12	83	3	سَوَّلَتْ
12	83	4	لَكُمْ
12	83	5	أَنْفُسُكُمْ
12	83	6	أَمْرًا
12	83	7	فَصَبْرٌ
12	83	8	جَمِيلٌ
12	83	9	عَسَى
12	84	1	وَتَوَلَّىٰ
12	84	10	مِنَ
12	84	11	الْحُزْنِ
12	84	12	فَهُوَ
12	84	13	كَظِيمٌ
12	84	2	عَنْهُمْ
12	84	3	وَقَالَ
12	84	4	يَا
12	84	5	أَسَفَىٰ
12	84	6	عَلَىٰ
12	84	7	يُوسُفَ
12	84	8	وَابْيَضَّتْ
12	84	9	عَيْنَاهُ
12	85	1	قَالُوا
12	85	10	تَكُونَ
12	85	11	مِنَ
12	85	12	الْهَالِكِينَ
12	85	2	تَاللَّهِ
12	85	3	تَفْتَأُ
12	85	4	تَذْكُرُ
12	85	5	يُوسُفَ
12	85	6	حَتَّىٰ
12	85	7	تَكُونَ
12	85	8	حَرَضًا
12	85	9	أَوْ
12	86	1	قَالَ
12	86	10	اللَّهِ
12	86	11	مَا
12	86	12	لَا
12	86	13	تَعْلَمُونَ
12	86	2	إِنَّمَا
12	86	3	أَشْكُو
12	86	4	بَثِّي
12	86	5	وَحُزْنِي
12	86	6	إِلَى
12	86	7	اللَّهِ
12	86	8	وَأَعْلَمُ
12	86	9	مِنَ
12	87	1	يَا
12	87	10	مِنْ
12	87	11	رَوْحِ
12	87	12	اللَّهِ
12	87	13	إِنَّهُ
12	87	14	لَا
12	87	15	يَيْأَسُ
12	87	16	مِنْ
12	87	17	رَوْحِ
12	87	18	اللَّهِ
12	87	19	إِلَّا
12	87	2	بَنِيَّ
12	87	20	الْقَوْمُ
12	87	21	الْكَافِرُونَ
12	87	3	اذْهَبُوا
12	87	4	فَتَحَسَّسُوا
12	87	5	مِنْ
12	87	6	يُوسُفَ
12	87	7	وَأَخِيهِ
12	87	8	وَلَا
12	87	9	تَيْأَسُوا
12	88	1	فَلَمَّا
12	88	10	الضُّرُّ
12	88	11	وَجِئْنَا
12	88	12	بِبِضَاعَةٍ
12	88	13	مُزْجَاةٍ
12	88	14	فَأَوْفِ
12	88	15	لَنَا
12	88	16	الْكَيْلَ
12	88	17	وَتَصَدَّقْ
12	88	18	عَلَيْنَا
12	88	19	إِنَّ
12	88	2	دَخَلُوا
12	88	20	اللَّهَ
12	88	21	يَجْزِي
12	88	22	الْمُتَصَدِّقِينَ
12	88	3	عَلَيْهِ
12	88	4	قَالُوا
12	88	5	يَا
12	88	6	أَيُّهَا
12	88	7	الْعَزِيزُ
12	88	8	مَسَّنَا
12	88	9	وَأَهْلَنَا
12	89	1	قَالَ
12	89	10	جَاهِلُونَ
12	89	2	هَلْ
12	89	3	عَلِمْتُمْ
12	89	4	مَا
12	89	5	فَعَلْتُمْ
12	89	6	بِيُوسُفَ
12	89	7	وَأَخِيهِ
12	89	8	إِذْ
12	89	9	أَنْتُمْ
12	9	1	اقْتُلُوا
12	9	10	وَتَكُونُوا
12	9	11	مِنْ
12	9	12	بَعْدِهِ
12	9	13	قَوْمًا
12	9	14	صَالِحِينَ
12	9	2	يُوسُفَ
12	9	3	أَوِ
12	9	4	اطْرَحُوهُ
12	9	5	أَرْضًا
12	9	6	يَخْلُ
12	9	7	لَكُمْ
12	9	8	وَجْهُ
12	9	9	أَبِيكُمْ
12	90	1	قَالُوا
12	90	10	قَدْ
12	90	11	مَنَّ
12	90	12	اللَّهُ
12	90	13	عَلَيْنَا
12	90	14	إِنَّهُ
12	90	15	مَنْ
12	90	16	يَتَّقِ
12	90	17	وَيَصْبِرْ
12	90	18	فَإِنَّ
12	90	19	اللَّهَ
12	90	2	أَإِنَّكَ
12	90	20	لَا
12	90	21	يُضِيعُ
12	90	22	أَجْرَ
12	90	23	الْمُحْسِنِينَ
12	90	3	لَأَنْتَ
12	90	4	يُوسُفُ
12	90	5	قَالَ
12	90	6	أَنَا
12	90	7	يُوسُفُ
12	90	8	وَهَٰذَا
12	90	9	أَخِي
12	91	1	قَالُوا
12	91	2	تَاللَّهِ
12	91	3	لَقَدْ
12	91	4	آثَرَكَ
12	91	5	اللَّهُ
12	91	6	عَلَيْنَا
12	91	7	وَإِنْ
12	91	8	كُنَّا
12	91	9	لَخَاطِئِينَ
12	92	1	قَالَ
12	92	10	أَرْحَمُ
12	92	11	الرَّاحِمِينَ
12	92	2	لَا
12	92	3	تَثْرِيبَ
12	92	4	عَلَيْكُمُ
12	92	5	الْيَوْمَ
12	92	6	يَغْفِرُ
12	92	7	اللَّهُ
12	92	8	لَكُمْ
12	92	9	وَهُوَ
12	93	1	اذْهَبُوا
12	93	10	وَأْتُونِي
12	93	11	بِأَهْلِكُمْ
12	93	12	أَجْمَعِينَ
12	93	2	بِقَمِيصِي
12	93	3	هَٰذَا
12	93	4	فَأَلْقُوهُ
12	93	5	عَلَىٰ
12	93	6	وَجْهِ
12	93	7	أَبِي
12	93	8	يَأْتِ
12	93	9	بَصِيرًا
12	94	1	وَلَمَّا
12	94	10	لَوْلَا
12	94	11	أَنْ
12	94	12	تُفَنِّدُونِ
12	94	2	فَصَلَتِ
12	94	3	الْعِيرُ
12	94	4	قَالَ
12	94	5	أَبُوهُمْ
12	94	6	إِنِّي
12	94	7	لَأَجِدُ
12	94	8	رِيحَ
12	94	9	يُوسُفَ
12	95	1	قَالُوا
12	95	2	تَاللَّهِ
12	95	3	إِنَّكَ
12	95	4	لَفِي
12	95	5	ضَلَالِكَ
12	95	6	الْقَدِيمِ
12	96	1	فَلَمَّا
12	96	10	قَالَ
12	96	11	أَلَمْ
12	96	12	أَقُلْ
12	96	13	لَكُمْ
12	96	14	إِنِّي
12	96	15	أَعْلَمُ
12	96	16	مِنَ
12	96	17	اللَّهِ
12	96	18	مَا
12	96	19	لَا
12	96	2	أَنْ
12	96	20	تَعْلَمُونَ
12	96	3	جَاءَ
12	96	4	الْبَشِيرُ
12	96	5	أَلْقَاهُ
12	96	6	عَلَىٰ
12	96	7	وَجْهِهِ
12	96	8	فَارْتَدَّ
12	96	9	بَصِيرًا
12	97	1	قَالُوا
12	97	2	يَا
12	97	3	أَبَانَا
12	97	4	اسْتَغْفِرْ
12	97	5	لَنَا
12	97	6	ذُنُوبَنَا
12	97	7	إِنَّا
12	97	8	كُنَّا
12	97	9	خَاطِئِينَ
12	98	1	قَالَ
12	98	2	سَوْفَ
12	98	3	أَسْتَغْفِرُ
12	98	4	لَكُمْ
12	98	5	رَبِّي
12	98	6	إِنَّهُ
12	98	7	هُوَ
12	98	8	الْغَفُورُ
12	98	9	الرَّحِيمُ
12	99	1	فَلَمَّا
12	99	10	مِصْرَ
12	99	11	إِنْ
12	99	12	شَاءَ
12	99	13	اللَّهُ
12	99	14	آمِنِينَ
12	99	2	دَخَلُوا
12	99	3	عَلَىٰ
12	99	4	يُوسُفَ
12	99	5	آوَىٰ
12	99	6	إِلَيْهِ
12	99	7	أَبَوَيْهِ
12	99	8	وَقَالَ
12	99	9	ادْخُلُوا
13	1	1	المر
13	1	10	الْحَقُّ
13	1	11	وَلَٰكِنَّ
13	1	12	أَكْثَرَ
13	1	13	النَّاسِ
13	1	14	لَا
13	1	15	يُؤْمِنُونَ
13	1	2	تِلْكَ
13	1	3	آيَاتُ
13	1	4	الْكِتَابِ
13	1	5	وَالَّذِي
13	1	6	أُنْزِلَ
13	1	7	إِلَيْكَ
13	1	8	مِنْ
13	1	9	رَبِّكَ
13	10	1	سَوَاءٌ
13	10	10	هُوَ
13	10	11	مُسْتَخْفٍ
13	10	12	بِاللَّيْلِ
13	10	13	وَسَارِبٌ
13	10	14	بِالنَّهَارِ
13	10	2	مِنْكُمْ
13	10	3	مَنْ
13	10	4	أَسَرَّ
13	10	5	الْقَوْلَ
13	10	6	وَمَنْ
13	10	7	جَهَرَ
13	10	8	بِهِ
13	10	9	وَمَنْ
13	11	1	لَهُ
13	11	10	أَمْرِ
13	11	11	اللَّهِ
13	11	12	إِنَّ
13	11	13	اللَّهَ
13	11	14	لَا
13	11	15	يُغَيِّرُ
13	11	16	مَا
13	11	17	بِقَوْمٍ
13	11	18	حَتَّىٰ
13	11	19	يُغَيِّرُوا
13	11	2	مُعَقِّبَاتٌ
13	11	20	مَا
13	11	21	بِأَنْفُسِهِمْ
13	11	22	وَإِذَا
13	11	23	أَرَادَ
13	11	24	اللَّهُ
13	11	25	بِقَوْمٍ
13	11	26	سُوءًا
13	11	27	فَلَا
13	11	28	مَرَدَّ
13	11	29	لَهُ
13	11	3	مِنْ
13	11	30	وَمَا
13	11	31	لَهُمْ
13	11	32	مِنْ
13	11	33	دُونِهِ
13	11	34	مِنْ
13	11	35	وَالٍ
13	11	4	بَيْنِ
13	11	5	يَدَيْهِ
13	11	6	وَمِنْ
13	11	7	خَلْفِهِ
13	11	8	يَحْفَظُونَهُ
13	11	9	مِنْ
13	12	1	هُوَ
13	12	2	الَّذِي
13	12	3	يُرِيكُمُ
13	12	4	الْبَرْقَ
13	12	5	خَوْفًا
13	12	6	وَطَمَعًا
13	12	7	وَيُنْشِئُ
13	12	8	السَّحَابَ
13	12	9	الثِّقَالَ
13	13	1	وَيُسَبِّحُ
13	13	10	بِهَا
13	13	11	مَنْ
13	13	12	يَشَاءُ
13	13	13	وَهُمْ
13	13	14	يُجَادِلُونَ
13	13	15	فِي
13	13	16	اللَّهِ
13	13	17	وَهُوَ
13	13	18	شَدِيدُ
13	13	19	الْمِحَالِ
13	13	2	الرَّعْدُ
13	13	3	بِحَمْدِهِ
13	13	4	وَالْمَلَائِكَةُ
13	13	5	مِنْ
13	13	6	خِيفَتِهِ
13	13	7	وَيُرْسِلُ
13	13	8	الصَّوَاعِقَ
13	13	9	فَيُصِيبُ
13	14	1	لَهُ
13	14	10	لَهُمْ
13	14	11	بِشَيْءٍ
13	14	12	إِلَّا
13	14	13	كَبَاسِطِ
13	14	14	كَفَّيْهِ
13	14	15	إِلَى
